RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B3-106184,2013/11/14 00:00:00+00,1215,"F,S 12 to S 13",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7274
B3-109809,2013/11/25 00:00:00+00,1600,"VINE,N 34 to N 35",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7275
B3-107191,2013/11/16 00:00:00+00,2321,"FREMONT,N 48 to SOMERSET",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7276
B3-107968,2013/11/19 00:00:00+00,1535,"S 58,A to SKYLINE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7277
B3-111428,2013/12/01 00:00:00+00,1720,"N 27,PEAR to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7278
B3-109096,2013/11/22 00:00:00+00,9999,"LINCOLNSHIRE,OXFORD to SUSSEX",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7279
B3-108595,2013/11/21 00:00:00+00,1350,"SUPERIOR,I 180 to I 180",INJURY H&R,TURNING,2,1,NO,NO,NO,NO,NO,NO,YES,7280
B3-110473,2013/11/27 00:00:00+00,2000,"FAIRFIELD,N 2 to N 3",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7281
B3-106186,2013/11/14 00:00:00+00,1230,"N 27,FAIRFIELD to KNOX",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7282
B3-109903,2013/11/25 00:00:00+00,1655,THOMPSON CREEK at KENTWELL LN,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,7283
B3-111490,2013/12/01 00:00:00+00,1928,"S 25,H to J",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7284
B3-107980,2013/11/19 00:00:00+00,1630,"A,GOODHUE BLVD to S 16",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7285
B3-107237,2013/11/16 00:00:00+00,2319,910 L at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7286
B3-106210,2013/11/14 00:00:00+00,1239,"O,31 to 32",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7287
B3-110505,2013/11/27 00:00:00+00,2021,"N 30,FAIR to POTTER",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7288
B3-107261,2013/11/16 00:00:00+00,2344,NW 15 at W Q,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,7289
B3-111492,2013/12/01 00:00:00+00,1929,N 14 at FLETCHER,INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,7290
B3-109911,2013/11/25 00:00:00+00,1725,"FLETCHER,N 14 to N 7",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,7291
B3-109110,2013/11/22 00:00:00+00,1850,"S 70,A to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7292
B3-108613,2013/11/21 00:00:00+00,1510,"HWY 34,W FLETCHER to FALLBROOK BLVD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7293
B3-107987,2013/11/19 00:00:00+00,1714,"S 17,BURR to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7294
B3-106236,2013/11/13 00:00:00+00,9999,1120 N at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7295
B3-108628,2013/11/21 00:00:00+00,1552,"S 33,CALVERT to HILLSIDE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7296
B3-109919,2013/11/25 00:00:00+00,1800,S 9 at M,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7297
B3-110551,2013/11/27 00:00:00+00,9999,"BALDWIN,N 37 to N 38",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7298
B3-107997,2013/11/19 00:00:00+00,1708,"S 13,A to B",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7299
B3-107268,2013/11/17 00:00:00+00,1,"W O,CAPITOL BEACH to NW ROUNDHOUSE",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7300
B3-109116,2013/11/22 00:00:00+00,1858,S 27 at PINE LAKE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7301
B3-111496,2013/12/01 00:00:00+00,2015,"S 77,DAVIES to SCARBOROUGH",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7302
B3-106278,2013/11/14 00:00:00+00,1300,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,7303
B3-108641,2013/11/21 00:00:00+00,1515,"MAGNUM CR,S CODDINGTON to MAGNUM CT",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7304
B3-109937,2013/11/25 00:00:00+00,9999,"S 46,HIGH to SHERMAN",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7305
B3-109147,2013/11/22 00:00:00+00,9999,"N 48,O to R",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7306
B3-108014,2013/11/19 00:00:00+00,1718,S 56 at WOODSVIEW,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7307
B3-110585,2013/11/28 00:00:00+00,1047,"A,S 27 to S 28",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7308
B3-107275,2013/11/17 00:00:00+00,333,N ANTELOPE VALL at N 17,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7309
B3-111506,2013/12/01 00:00:00+00,2052,"W JENNIFER,W CUMING to NW 2",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7310
B3-106291,2013/11/14 00:00:00+00,1512,"N 27,KENSINGTON to TICONDEROGA",INJURY,REAR END,2,3,NO,NO,NO,NO,NO,NO,NO,7311
B3-109940,2013/11/25 00:00:00+00,2005,"N 48,ORCHARD to Y",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7312
B3-110632,2013/11/28 00:00:00+00,1115,"CORNHUSKER,N 23 to N 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7313
B3-109157,2013/11/22 00:00:00+00,2300,"P,N 10 to N 9",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,7314
B3-107281,2013/11/17 00:00:00+00,220,"N 1,ADAMS to W BELMONT",INJURY,OTHER,1,1,NO,NO,NO,NO,NO,NO,NO,7315
B3-111516,2013/12/02 00:00:00+00,705,N 70 at CORNHUSKER,INJURY,REAR END,4,2,NO,NO,NO,NO,NO,YES,NO,7316
B3-108646,2013/11/20 00:00:00+00,1636,"WAGON,PRAIRIE VILLAGE to N 87",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,7317
B3-108099,2013/11/19 00:00:00+00,1435,"VAN DORN,S 13 to S 14",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7318
B3-106317,2013/11/14 00:00:00+00,1604,"N 56,O to P",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7319
B3-109941,2013/11/26 00:00:00+00,818,N 84 at HAVELOCK,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,7320
B3-110662,2013/11/28 00:00:00+00,1150,PIONEERS at NEBR HWY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7321
B3-108110,2013/11/19 00:00:00+00,1822,"NEBR HWY,PIONEERS to S 14",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7322
B3-109167,2013/11/23 00:00:00+00,400,"S 49,CHISWICK DR to LONDON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7323
B3-107319,2013/11/17 00:00:00+00,245,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7324
B3-111517,2013/12/02 00:00:00+00,727,HUNTS DR at OLD CHENEY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7325
B3-108651,2013/11/21 00:00:00+00,1706,"W A,SW 15 to SW 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7326
B3-109948,2013/11/26 00:00:00+00,928,5720 OLD CHENEY at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,7327
B3-106358,2013/11/14 00:00:00+00,1609,"N 27,PEAR to W",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7328
B3-109173,2013/11/23 00:00:00+00,610,"N 10,MILITARY to SUN VALLEY",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7329
B3-110668,2013/11/28 00:00:00+00,1600,130 N 66 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7330
B3-108652,2013/11/21 00:00:00+00,1840,"M,CENTENNIAL MALL to S 16",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7331
B3-107325,2013/11/16 00:00:00+00,2230,7600 FREMONT at MAHONEY PARK,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,7332
B3-111523,2013/12/02 00:00:00+00,755,S 33 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7333
B3-108119,2013/11/19 00:00:00+00,1845,N 48 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7334
B3-109954,2013/11/26 00:00:00+00,955,"S 42,M to N",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7335
B3-106383,2013/11/14 00:00:00+00,1710,"S 27,PINE LAKE to PORTER RIDGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7336
B3-110674,2013/11/28 00:00:00+00,1958,S 10 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7337
B3-107335,2013/11/17 00:00:00+00,1020,"WASHINGTON,S 10 to S 9",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7338
B3-111530,2013/12/02 00:00:00+00,853,"S 14,K to LINCOLN MALL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7339
B3-108127,2013/11/19 00:00:00+00,1914,8701 ANDERMATT D at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7340
B3-109174,2013/11/23 00:00:00+00,9999,"IDYLWILD,APPLE to IDYLWILD",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7341
B3-108657,2013/11/21 00:00:00+00,1923,"VINE,N 30 to N 31",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7342
B3-109978,2013/11/26 00:00:00+00,1055,S 14 at PIONEERS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7343
B3-106392,2013/11/14 00:00:00+00,1833,"N 84,ADAMS to MARKET DR",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,7344
B3-107361,2013/11/17 00:00:00+00,1040,"NEBR HWY,S 66 to S 70",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7345
B3-110741,2013/11/28 00:00:00+00,2312,"VINE,N ANTELOPE VALL to N 21",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7346
B3-111534,2013/12/02 00:00:00+00,745,"CANYON,S 34 to S 35",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7347
B3-108140,2013/11/19 00:00:00+00,2005,"RANDOLPH,S 34 to S 35",INJURY,RAN OFF ROAD,1,2,NO,NO,NO,NO,NO,YES,NO,7348
B3-109183,2013/11/23 00:00:00+00,1050,S 40 at GRAINGER PKWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7349
B3-108662,2013/11/21 00:00:00+00,2004,"O,44 to 45",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7350
B3-109979,2013/11/26 00:00:00+00,200,"ADAMS,N 58 to TOUZALIN",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7351
B3-111559,2013/12/02 00:00:00+00,945,"S 70,S WEDGEWOOD to TETON",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7352
B3-108145,2013/11/20 00:00:00+00,735,"CALVERT,S 44 to S 46",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7353
B3-107382,2013/11/17 00:00:00+00,1100,"MORGAN,W IRVING to W BENTON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7354
B3-109189,2013/11/23 00:00:00+00,1145,"N 27,FOLKWAYS to KENSINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7355
B3-110742,2013/11/29 00:00:00+00,412,"N 68,KEARNEY to SEWARD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7356
B3-108664,2013/11/21 00:00:00+00,2026,"KESSLER,BURNHAM to HOLLY",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,7357
B3-106420,2013/11/14 00:00:00+00,2142,3115 NORTH HILL at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7358
B3-109982,2013/11/26 00:00:00+00,1122,"S 17,BURNHAM to STOCKWELL",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7359
B3-107399,2013/11/17 00:00:00+00,9999,"EUCLID,S 17 to S 19",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7360
B3-111561,2013/12/02 00:00:00+00,958,"N ANTELOPE VALL,VINE to N 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7361
B3-108148,2013/11/20 00:00:00+00,840,S 70 at SUMNER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7362
B3-109251,2013/11/23 00:00:00+00,1211,"SUPERIOR,N 19 to N 20",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7363
B3-109983,2013/11/26 00:00:00+00,1152,"N 27,T to VINE",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,7364
B3-108672,2013/11/21 00:00:00+00,2040,"O,56 to COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7365
B3-106436,2013/11/14 00:00:00+00,2252,"VAN DORN,S 18 to S 19",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7366
B3-110764,2013/11/29 00:00:00+00,827,"I 80,I 180 to N 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7367
B3-111571,2013/12/02 00:00:00+00,1000,"MERIDIAN DR,FLETCHER to CASCADE DR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7368
B3-107411,2013/11/17 00:00:00+00,1352,W SOUTH at S CODDINGTON,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,7369
B3-108151,1970/01/01 00:00:00+00,9999,"N 7,Q to R",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7370
B3-109262,2013/11/23 00:00:00+00,1245,"S 48,CLAIRE to WOODLAND",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,7371
B3-108674,2013/11/21 00:00:00+00,2040,I 80 at HWY 77,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7372
B3-109986,2013/11/26 00:00:00+00,1217,"O,40 to 42",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,7373
B3-110790,2013/11/29 00:00:00+00,855,N 27 at KENSINGTON,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7374
B3-106453,2013/11/15 00:00:00+00,120,"MADISON,N 45 to N 46",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,7375
B3-111576,2013/12/02 00:00:00+00,1030,SUPERIOR at N 33,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,7376
B3-108185,2013/11/20 00:00:00+00,2300,OLD CHENEY at NEBR HWY,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,7377
B3-107413,2013/11/17 00:00:00+00,1405,"N ANTELOPE VALL,MILITARY to VIRGINIA",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7378
B3-109275,2013/11/23 00:00:00+00,1250,"S 40,LASALLE to SPRUCE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7379
B3-108676,2013/11/21 00:00:00+00,2054,"SHERIDAN,S 39 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7380
B3-110792,2013/11/29 00:00:00+00,915,333 N 50 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7381
B3-106454,2013/11/15 00:00:00+00,750,"HWY 34,W FLETCHER to FALLBROOK BLVD",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7382
B3-110001,2013/11/26 00:00:00+00,1330,"S 14,D to E",NON-INJ,DRIVEWAY,3,0,NO,NO,NO,NO,NO,NO,NO,7383
B3-108207,2013/11/20 00:00:00+00,1034,"PINE LAKE,S 16 to S 20",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,7384
B3-107415,2013/11/17 00:00:00+00,1430,"N 27,CLEVELAND to CORNHUSKER",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7385
B3-111592,2013/12/02 00:00:00+00,1150,"S 70,S WEDGEWOOD to TETON",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7386
B3-109323,2013/11/23 00:00:00+00,1259,"S 27,E to F",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7387
B3-108679,2013/11/21 00:00:00+00,2049,"S 56,A to MARGO",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7388
B3-110007,2013/11/26 00:00:00+00,1332,"PIONEERS,S 49 to S 50",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7389
B3-110793,2013/11/29 00:00:00+00,1457,N 26 at Y,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7390
B3-106493,2013/11/15 00:00:00+00,9999,"N 51,HUNTINGTON to WALKER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7391
B3-107416,2013/11/17 00:00:00+00,1621,S 56 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,7392
B3-111618,2013/12/02 00:00:00+00,1202,"S 42,N to O",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7393
B3-109329,2013/11/23 00:00:00+00,1350,"S CODDINGTON,CITY LIMITS to W VAN DORN",FATAL,,1,1,NO,NO,NO,NO,NO,NO,NO,7394
B3-108209,2013/11/20 00:00:00+00,1043,"N 46,Q to R",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7395
B3-110014,2013/11/26 00:00:00+00,1340,N 20 at CORNHUSKER,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,7396
B3-110795,2013/11/29 00:00:00+00,1500,S 12 at K,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7397
B3-108680,2013/11/21 00:00:00+00,2114,"SUPERIOR,I 180 to N 7",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7398
B3-106505,2013/11/15 00:00:00+00,830,S 13 at HIGH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7399
B3-107470,2013/11/17 00:00:00+00,1800,"Q,N 10 to N 9",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7400
B3-109333,2013/11/23 00:00:00+00,1842,"S 10,N to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7401
B3-111632,2013/12/02 00:00:00+00,1234,SOUTHRIDGE at S 27,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7402
B3-110035,2013/11/26 00:00:00+00,1332,SALT VALLEY VIEW at COLD SPRING,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7403
B3-110835,2013/11/29 00:00:00+00,1740,"S 70,NORMAL to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7404
B3-106513,2013/11/15 00:00:00+00,956,"NEBR HWY,PINE LAKE to S 70",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,7405
B3-108216,2013/11/20 00:00:00+00,1101,"S 20,A to WASHINGTON",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7406
B3-107488,2013/11/17 00:00:00+00,1905,SUPERIOR at BEL RIDGE,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7407
B3-111639,2013/12/02 00:00:00+00,1235,52 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7408
B3-109352,2013/11/23 00:00:00+00,1930,1800 WILDERNESS at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,7409
B3-108684,2013/11/21 00:00:00+00,2150,"OGDEN,N 7 to SUPERIOR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7410
B3-110840,2013/11/29 00:00:00+00,1750,"N 19,FLAGSTONE RD to REDSTONE RD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7411
B3-110044,2013/11/26 00:00:00+00,1340,"O,16 to CENTENNIAL MALL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7412
B3-106531,2013/11/15 00:00:00+00,1025,SUPERIOR at INDUSTRIAL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7413
B3-107492,2013/11/18 00:00:00+00,9999,2931 PARK PLACE at DRIVEWAY,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,7414
B3-108687,2013/11/21 00:00:00+00,2151,"A,S 17 to S 18",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7415
B3-111640,2013/12/02 00:00:00+00,1320,"SOUTH,S 57 to S 58",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7416
B3-109408,2013/11/23 00:00:00+00,2006,"RENTWORTH DR,S 48 to S 49",INJURY,DRIVEWAY,2,1,NO,NO,NO,YES,NO,YES,NO,7417
B3-108250,2013/11/20 00:00:00+00,1116,S 40 at NORMAL,NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,7418
B3-110848,2013/11/29 00:00:00+00,1759,"N 48,O to R",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7419
B3-110057,2013/11/26 00:00:00+00,1430,"W O,S CODDINGTON to W 22",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7420
B3-106539,2013/11/15 00:00:00+00,1125,N 26 at KENSINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7421
B3-107494,2013/11/17 00:00:00+00,2020,"NORMAL,S 46 to S 47",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7422
B3-108689,2013/11/21 00:00:00+00,2158,"VINE,N 19 to N ANTELOPE VALL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7423
B3-111644,2013/12/02 00:00:00+00,1425,N 70 at GARLAND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7424
B3-109419,2013/11/20 00:00:00+00,9999,2611 W M COURT at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7425
B3-108258,2013/11/15 00:00:00+00,9999,N 49 & N 50 at LEIGHTON & WALKE,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7426
B3-110965,2013/11/29 00:00:00+00,1740,"S 27,NEBR HWY to PICCADILLY",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7427
B3-110070,2013/11/26 00:00:00+00,1435,"W Q,NW 16 to NW 17",INJURY,PARKED,1,1,NO,NO,NO,NO,NO,YES,NO,7428
B3-106568,2013/11/15 00:00:00+00,1135,"N COTNER,VINE to X",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7429
B3-108696,2013/11/21 00:00:00+00,2207,"A,FALL CREEK to S COTNER",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7430
B3-107495,2013/11/17 00:00:00+00,2039,"PLATTE,N 65 to N 66",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7431
B3-111654,2013/12/02 00:00:00+00,1450,"S 27,CINDY to JACQUELYN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7432
B3-109439,2013/11/23 00:00:00+00,2329,"N 52,BENTON to FREMONT",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7433
B3-108267,2013/11/20 00:00:00+00,1415,NW 56 at W AURORA,NON-INJ,,1,0,NO,NO,NO,NO,NO,YES,NO,7434
B3-110985,2013/11/29 00:00:00+00,1950,"CAPITOL PKWY,J to RANDOLPH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7435
B3-106581,2013/11/15 00:00:00+00,1330,"S 48,A to S COTNER",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,7436
B3-110074,2013/11/26 00:00:00+00,1454,"N,S 10 to S 11",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7437
B3-108703,2013/11/21 00:00:00+00,2138,N 56 at VINE,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,NO,NO,7438
B3-108269,2013/11/20 00:00:00+00,1430,1105 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7439
B3-107498,2013/11/17 00:00:00+00,2039,"A,S 17 to S 18",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7440
B3-109447,2013/11/23 00:00:00+00,2353,N ANTELOPE VALL at P,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7441
B3-111672,2013/12/02 00:00:00+00,1456,PINE LAKE at S 91,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7442
B3-110993,2013/11/29 00:00:00+00,2019,S 56 at YANKEE HILL,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,7443
